,Column1,Date,Case Number,ItemInCase,Language,Country,Repairability Index,Size,Model name,Year,General condition,Wash,Repair Threshold,Customer Offer,Age,Fabric_Down Loft,Fabric_K Fleece,Fabric_WBW 2L Membrane,Fabric_WBW 3L Membrane,Fabric failure - Membrane delamination_No,Fabric failure - Membrane delamination_Yes,Fabric failure - Leak through_No,Fabric failure - Leak through_Yes,Fabric failure - Wetting out_No,Fabric failure - Wetting out_Yes,Fabric failure - Down leakage_No,Fabric failure - Down leakage_Yes,Fabric failure - Fading_No,Fabric failure - Fading_Yes,Fabric failure - Pilling_No,Fabric failure - Pilling_Yes,Fabric torn - Rips - Patchable_No,Fabric torn - Rips - Patchable_Yes,Fabric torn - Rips - Not patchable - 1 panel_No,Fabric torn - Rips - Not patchable - 1 panel_Yes,Fabric torn - Rips - Not patchable - X panels_No,Fabric torn - Rips - Not patchable - X panels_Yes,Fabric torn - Abrasion - Light_No,Fabric torn - Abrasion - Light_Yes,Fabric torn - Abrasion - Heavy - 1 panel_No,Fabric torn - Abrasion - Heavy - 1 panel_Yes,Fabric torn - Abrasion - Heavy - X panels_No,Fabric torn - Abrasion - Heavy - X panels_Yes,Fabric torn - Burn - Patchable - _No,Fabric torn - Burn - Not patchable - 1 panel_No,Fabric torn - Burn - Not patchable - 1 panel_Yes,Fabric torn - Burn - Not patchable - X panels_No,Fabric torn - Burn - Not patchable - X panels_Yes,Fabric torn - Stain_No,Fabric torn - Stain_Yes,Fabric torn - Membrane contamination - Light_No,Fabric torn - Membrane contamination - Light_Yes,Fabric torn - Membrane contamination - Heavy_No,Fabric torn - Membrane contamination - Heavy_Yes,Zipper failure - Zipper structureMain_No,Zipper failure - Zipper structureMain_Yes,Zipper failure - Zipper structureAll except main_No,Zipper failure - Zipper structureAll except main_Yes,Zipper failure - Zipper slider_No,Zipper failure - Zipper slider_Yes,Delamination - Press_No,Delamination - Press_Yes,Delamination - 70D Nylon_No,Delamination - 70D Nylon_Yes,Delamination - Seam tape_No,Delamination - Seam tape_Yes,Seam failure - Seam sewn non-WBW Membrane_No,Seam failure - Seam sewn non-WBW Membrane_Yes,Delamination - Seam sewn WBW Membrane_No,Delamination - Seam sewn WBW Membrane_Yes,Delamination - Seam laminated_No,Other - Buckle_No,Other - Buckle_Yes,Known_issue_No,Known_issue_Yes,Repair solution_No,Repair solution_Yes,Repair Threshold Status_above,Repair Threshold Status_below,Repair Threshold Status_equal,Product_type_shell
194,108,11/8/19,1103022,1,EN,Australia,10,L,Boreal ar jacket men,2007,2_Good,No,1008,30% Discount,12,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
195,102,11/7/19,1103241,1,EN,Australia,10,S,Boreal ar jacket women,2006,2_Good,No,11,30% Discount,13,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
196,283,12/5/19,1103265,1,EN,Australia,10,L,Boreal lt hybrid jacket women,2013,2_Good,No,1000,Replacement,6,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
197,127,11/13/19,1103296,1,EN,Australia,10,M,Boreal lt jacket women,2009,2_Good,No,8,Repair,10,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
198,240,11/28/19,1103306,1,EN,Australia,10,M,Boreal lt jacket women,2009,2_Good,No,8,Repair,10,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
199,191,11/21/19,1103391,1,EN,Australia,10,M,Molucca lt hybrid jacket men,2015,2_Good,No,6,Replacement,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
200,156,11/18/19,1103413,1,EN,Australia,10,XL,Boreal sl jacket men,2017,2_Good,No,3,Replacement,2,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
201,126,11/13/19,1103532,1,EN,Australia,10,M,Ionian ar jacket women,2008,1_Used,No,11,30% Discount,11,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
202,193,11/22/19,1103604,1,EN,Australia,10,L,Boreal ar jacket men,2007,2_Good,No,5,Repair,12,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
203,182,11/21/19,1103607,1,EN,Australia,10,S,Mediterranean sv women,2013,2_Good,No,6,50% Discount,6,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1
204,713,2/12/20,1103652,1,EN,Australia,2,M,Ionian ar jacket men,2006,2_Good,No,14,30% Discount,14,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1
205,216,11/26/19,1103742,1,EN,Australia,10,S,Boreal ar jacket women,2011,2_Good,No,1003,Replacement,8,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
206,215,11/26/19,1104083,1,EN,Australia,10,M,Boreal ar jacket men,2016,2_Good,No,1000,Replacement,3,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
207,228,11/27/19,1104498,1,EN,Australia,10,M,Boreal sl jacket men,2011,2_Good,No,5,Replacement,8,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
208,103,11/7/19,1104571,1,EN,Australia,10,S,Bering ar jacket women,2003,1_Used,No,1006,30% Discount,16,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
209,158,11/18/19,1104580,1,EN,Australia,10,L,Mediterranean lt women,2012,2_Good,No,5,Repair,7,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1
210,170,11/19/19,1104699,1,EN,Australia,10,M,Ionian ar jacket women,2006,3_Excellent,No,11,Repair,13,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
211,180,11/20/19,1104704,1,EN,Australia,10,L,Molucca lt jacket men,2015,2_Good,No,1000,Replacement,4,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
212,133,11/13/19,1104865,1,EN,Australia,10,S,Labrador ar jacket men,2006,2_Good,No,11,30% Discount,13,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
213,131,11/13/19,1105084,1,EN,Australia,10,XL,Atlantis lt jacket leaf men,2015,2_Good,No,12,50% Discount,4,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1
214,175,11/20/19,1105479,1,EN,Australia,10,XL,Ionian ar jacket women,2009,2_Good,No,11,50% Discount,10,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1
215,174,11/20/19,1105484,1,EN,Australia,10,S,Red parka women,2012,2_Good,No,3,Repair,7,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
216,176,11/20/19,1105647,1,EN,Australia,10,S,Boreal ar jacket men,2015,2_Good,No,1006,Replacement,4,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
217,479,1/9/20,1105649,1,EN,Australia,10,L,Ionian ar jacket men,2008,2_Good,No,11,30% Discount,12,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
218,134,11/14/19,1105747,1,EN,Australia,10,S,Boreal sl jacket men,2013,2_Good,No,5,Replacement,6,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
219,480,1/9/20,1105771,1,EN,Australia,10,XS,Boreal ar jacket women,2011,2_Good,No,1014,30% Discount,9,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
220,140,11/14/19,1105785,1,EN,Australia,10,M,Atlantis ar jacket women,2014,2_Good,No,1000,Replacement,5,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
221,178,11/20/19,1105797,1,EN,Australia,10,M,Boreal sl jacket women,2010,2_Good,No,8,Replacement,9,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
222,179,11/20/19,1105827,1,EN,Australia,10,XS,Boreal ar jacket women,2007,2_Good,No,8,Repair,12,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
223,129,11/13/19,1105838,1,EN,Australia,10,L,Atlantis sl jacket men,2012,2_Good,No,5,Replacement,7,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
224,82,11/5/19,1106257,1,EN,Australia,10,S,Ionian ar jacket women,2005,1_Used,No,9,30% Discount,14,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
225,167,11/22/19,1106310,1,EN,Australia,10,S,Boreal ar jacket men,2015,2_Good,No,1000,Replacement,4,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
226,189,11/21/19,1106346,1,EN,Australia,10,S,Ionian ar jacket men,2016,2_Good,No,1003,Replacement,3,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
227,185,11/21/19,1106397,1,EN,Australia,10,L,Boreal lt hybrid jacket men,2015,2_Good,No,5,Replacement,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
228,153,11/18/19,1106419,1,EN,Australia,10,S,Atlantis ar jacket men,2018,2_Good,No,3,Replacement,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
229,206,11/25/19,1106632,1,EN,Australia,10,L,Tasman lt women,2016,3_Excellent,No,3,50% Discount,3,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
230,145,11/15/19,1106648,1,EN,Australia,10,S,Boreal sl hybrid jacket women,2017,3_Excellent,No,0,Repair,2,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
231,142,11/14/19,1106690,1,EN,Australia,10,M,Hudson jacket men,2014,2_Good,No,1000,Replacement,5,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
232,177,11/20/19,1106734,1,EN,Australia,10,S,Mediterranean lt women,2018,2_Good,No,3,Repair,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
233,183,11/21/19,1106736,1,EN,Australia,10,M,Boreal ar jacket men,2010,2_Good,No,1008,30% Discount,9,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
234,141,11/14/19,1106764,1,EN,Australia,10,S,Atlantis ar jacket women,2014,1_Used,No,1011,30% Discount,5,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
235,162,11/18/19,1106768,1,EN,Australia,10,M,Levantine mx men,2012,2_Good,No,6,Repair,7,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
236,139,11/14/19,1107057,1,EN,Australia,10,M,Atlantis sl hybrid jacket men,2012,2_Good,No,5,Replacement,7,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
237,259,12/2/19,1107294,1,EN,Australia,10,XL,Boreal ar jacket men,2014,1_Used,No,1010,30% Discount,5,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
238,137,11/14/19,1107302,1,EN,Australia,10,M,Tasman lt men,2018,2_Good,No,7,50% Discount,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
239,148,11/15/19,1107338,1,EN,Australia,10,L,Atlantis lt jacket men,2013,2_Good,No,1000,Replacement,6,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
240,136,11/14/19,1107340,1,EN,Australia,10,XL,Tasman lt men,2018,1_Used,Yes ,6,Repair,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
241,161,11/18/19,1107346,1,EN,Australia,10,L,Reseer coat men,2017,2_Good,No,6,50% Discount,2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
242,160,11/18/19,1107382,1,EN,Australia,10,S,Boreal ar jacket men,2010,2_Good,No,8,Repair,9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
243,254,12/2/19,1107415,1,EN,Australia,10,XL,Boreal ar jacket men,2014,1_Used,No,6,30% Discount,5,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
244,164,11/19/19,1107444,1,EN,Australia,10,M,Bering sv jacket men,2014,2_Good,No,5,Repair,5,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
245,694,2/10/20,1107457,1,EN,Australia,2,M,Mediterranean sv women,2013,2_Good,No,1,Repair,7,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
246,208,11/25/19,1107495,1,EN,Australia,10,S,Boreal sv jacket men,2018,2_Good,No,1000,Replacement,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
247,135,11/14/19,1107539,1,EN,Australia,10,L,Clunei men,2014,2_Good,No,6,30% Discount,5,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
248,138,11/14/19,1107554,1,EN,Australia,10,S,Boreal lt hybrid jacket women,2013,2_Good,No,1005,Replacement,6,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1
249,168,11/19/19,1107610,1,EN,Australia,10,XL,Atlantis sv jacket men,2018,2_Good,No,3,50% Discount,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
250,165,11/19/19,1107634,1,EN,Australia,10,L,Boreal sl jacket women,2009,2_Good,No,3,Replacement,10,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
251,268,12/3/19,1107681,1,EN,Australia,10,L,Boreal sl jacket men,2013,2_Good,No,3,Replacement,6,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
252,163,11/19/19,1107685,1,EN,Australia,10,L,Boreal ar jacket men,2011,2_Good,No,1012,Replacement,8,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
253,234,11/28/19,1107734,1,EN,Australia,10,S,Marin jacket women,2017,2_Good,No,1000,Replacement,2,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1
254,251,11/29/19,1107736,1,EN,Australia,10,L,Cumulus sl jacket men,2002,2_Good,No,3,30% Discount,17,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
255,213,11/26/19,1107741,1,EN,Australia,10,L,Boreal lt jacket women,2018,2_Good,No,3,50% Discount,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
256,214,11/26/19,1107947,1,EN,Australia,10,L,Mediterranean lt men,2018,2_Good,No,6,50% Discount,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
257,471,1/8/20,1107965,1,EN,New Zealand,10,L,Ionian ar jacket men,2008,2_Good,No,1011,30% Discount,12,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
258,203,11/25/19,1108191,1,EN,Australia,10,S,Ionian ar jacket men,2008,2_Good,No,14,30% Discount,11,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
259,204,11/25/19,1108200,1,EN,Australia,10,XS,Boreal ar jacket men,2016,2_Good,No,1002,Replacement,3,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
260,220,11/26/19,1108217,1,EN,Australia,10,M,Ionian ar jacket women,2014,2_Good,No,1002,Replacement,5,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
