Column1;Date;Case Number;ItemInCase;Language;Country;Repairability Index;Size;Model name;Year;General condition;Wash;Fabric;Fabric failure - Membrane delamination;Fabric failure - Leak through;Fabric failure - Wetting out;Fabric failure - Down leakage;Fabric failure - Fading;Fabric failure - Pilling;Fabric torn - Rips - Patchable;Fabric torn - Rips - Not patchable - 1 panel;Fabric torn - Rips - Not patchable - X panels;Fabric torn - Abrasion - Light;Fabric torn - Abrasion - Heavy - 1 panel;Fabric torn - Abrasion - Heavy - X panels;Fabric torn - Burn - Patchable - ;Fabric torn - Burn - Not patchable - 1 panel;Fabric torn - Burn - Not patchable - X panels;Fabric torn - Stain;Fabric torn - Membrane contamination - Light;Fabric torn - Membrane contamination - Heavy;Zipper failure - Zipper structureMain;Zipper failure - Zipper structureAll except main;Zipper failure - Zipper slider;Delamination - Press;Delamination - 70D Nylon;Delamination - Seam tape;Seam failure - Seam sewn non-WBW Membrane;Delamination - Seam sewn WBW Membrane;Delamination - Seam laminated;Other - Buckle;Known_issue;Repair solution;Repair Threshold;Customer Offer;Product_type;reasonofissue;Age;Repair Threshold Status;typeoffailure;misusetype
596;1/28/20;742208;1;EN;Australia;2;M;Boreal ar jacket men;2014;2_Good;No;WBW 3L Membrane;front panels, ;;;;;;;;;front panels, ;;;;;;;;;;;main zipper;;;neck, ;;;;;No;No;1003;Replacement;shell;manufacturing_issueANDmisuse;6;above;fabric_failureANDconstruction_failure;damaged
537;1/21/20;742233;1;EN;Australia;2;M;Mediterranean lt women;2012;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;;;hem draw cord, ;;;;;;No;Yes;3;Repair;shell;manufacturing_issue;8;above;construction_failure;notmisused
580;1/27/20;742278;1;EN;Australia;2;M;Boreal ar jacket men;2017;2_Good;No;WBW 3L Membrane;;;;;;;;inside pocket bags, ;;;;;;;;;;;;;main zipper, ;hood facing, all zippers, ;;;;;;;No;No;7;Replacement;shell;manufacturing_issueANDmisuse;3;above;construction_failure;damaged
536;1/21/20;742316;1;EN;Australia;2;M;Boreal sl jacket women;2012;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;all zippers, ;all, ;around main zipper, ;;;;;No;Yes;8;Replacement;shell;manufacturing_issue;8;above;construction_failure;notmisused
748;1/21/20;742490;1;EN;Australia;2;XL;Apka women;2013;1_Used;No;WBW 3L Membrane;hood, left shoulder, right shoulder, upper right front panel, upper left front panel, ;;;;;;;;;;;;;;;;;right cuff, left cuff, neck, collar, ;;;;hood facing, ;left cuff, hang tag, hem drawcord, ;right cuff, left cuff, ;;;;;No;Yes;1008;Replacement;shell;manufacturing_issueANDmisuse;7;above;fabric_failureANDconstruction_failure;contaminated
763;1/24/20;742547;1;EN;Australia;2;L;Tasman lt men;2018;2_Good;No;Down Loft;;;;right arm, left arm, lower right front panel, lower left front panel, lower back, ;;;;;;;;;;;;;;;main zipper coil broken;;;;;;;;;;No;Yes;1003;Replacement;shell;manufacturing_issue;2;above;fabric_failureANDconstruction_failure;notmisused
504;1/16/20;742549;1;EN;Australia;2;XL;Boreal ar jacket men;2012;2_Good;No;WBW 3L Membrane;front panel, cuffs, ;;;;;;;;;;;;;;;;everywhere, ;;;;;all zippers, hood facing, neck pad, lam pocket, pocket bag, ;all, ;both cuffs, neck, pocket bag donuts, arm pit donuts, ;;;;;No;Yes;1008;Replacement;shell;manufacturing_issueANDmisuse;8;above;fabric_failureANDconstruction_failure;contaminated
553;1/22/20;742888;1;EN;New Zealand;2;L;Boreal ar jacket men;2008;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;all zippers, cuffs lining, hood facing, lam pocket, ;all, ;both cuffs, pocket bag donuts, arm pit donuts, ;;;;;No;No;11;30% Discount;shell;manufacturing_issue;12;above;construction_failure;notmisused
774;2/3/20;742909;1;EN;Australia;2;M;Boreal lt hybrid jacket men;2015;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;right pocket zipper broken;;;;;;;;;No;No;2;Replacement;shell;manufacturing_issue;5;equal;construction_failure;notmisused
601;1/29/20;742986;1;EN;Australia;2;M ;Boreal lt jacket women;2014;2_Good;No;WBW 3L Membrane;cuffs, ;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;No;1003;Replacement;shell;manufacturing_issue;6;above;fabric_failureANDconstruction_failure;notmisused
531;1/20/20;743101;1;EN;Australia;2;M;Boreal ar jacket women;2010;3_Excellent;No;WBW 3L Membrane;nekc, cuffs, arm pit, ;;;;;;;;;;;;;;;;;;;;;hood facing, lam pocket, pocket bags, ;all, ;cuffs, pocket bags donuts and arm pit, neck;;;;;No;Yes;1008;Replacement;shell;manufacturing_issue;10;above;fabric_failureANDconstruction_failure;notmisused
552;1/22/20;743220;1;EN;New Zealand;2;M;Atlantis sv jacket women;2003;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, pocket bags, cuffs lining, neck pad, all zippers, ;all, ;;;;;;No;No;6;30% Discount;shell;manufacturing_issue;17;above;construction_failure;notmisused
532;1/20/20;743239;1;EN;Australia;2;XL;Atlantis sl jacket men;2009;1_Used;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;hood cord tunnel, hood facing, ;all, ;neck, cuffs, ;;;;;No;Yes;8;30% Discount;shell;manufacturing_issue;11;above;construction_failure;notmisused
562;1/23/20;743257;1;EN;Australia;2;L;Boreal sl hybrid jacket women;2019;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;;;;;;nothing wrong with the jacket;No;No;0;Repair;shell;manufacturing_issue;1;below;construction_failure;notmisused
543;1/21/20;743324;1;EN;Australia;2;L;Red jacket men;2007;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;both pocket zippers, ;;lam pocket, neck pad, hood facing, all zippers, ;all, except hem drawcord, ;both cuffs, ;;;;;No;Yes;13;30% Discount;shell;manufacturing_issue;13;above;construction_failure;notmisused
524;1/20/20;743358;1;EN;Australia;2;L;Atlantis sv jacket men;2006;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;hood facing, pocket bag, lam pocket, cuffs lining, all zippers, owder skirt,  hood cord tunnel, ;all, ;cuffs, neck, ;;;;;No;Yes;11;30% Discount;shell;manufacturing_issue;14;above;construction_failure;notmisused
526;1/20/20;743368;1;EN;Australia;2;M;Boreal ar jacket women;2017;2_Good;No;WBW 3L Membrane;neck, ;;;;;;;;;;;;;;;;;arm pit, ;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issueANDmisuse;3;above;fabric_failure;contaminated
742;1/17/20;743370;1;EN;Australia;2;M;Bering ar jacket women;2004;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;all zippers, hood facing, ;;;;;;;No;Yes;3;30% Discount;shell;manufacturing_issue;16;above;construction_failure;notmisused
542;1/21/20;743372;1;EN;Australia;2;M;Atlantis sv jacket men;2017;2_Good;No;WBW 3L Membrane;both cuffs, ;;;;;;;;;;both cuffs, ;;;;;;;;;;main zipper, ;all zippers, hood facing, ;;both cuffs, ;;;;;No;Yes;1009;Replacement;shell;manufacturing_issueANDmisuse;3;above;fabric_failureANDconstruction_failure;damaged
523;1/20/20;743376;1;EN;Australia;2;S;Sargasso ar women;2017;2_Good;Yes;Down Loft;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;3;Replacement;shell;manufacturing_issue;3;above;construction_failure;notmisused
528;1/20/20;743380;1;EN;Australia;2;L;Bering sv jacket men;2017;2_Good;Yes;WBW 3L Membrane;front panels, ;;;;;;;;;both cuffs, ;;;;;;;;;;;main zipper;all zippers,;;;;;;;No;Yes;1004;Repair;shell;manufacturing_issueANDmisuse;3;above;fabric_failureANDconstruction_failure;damaged
525;1/20/20;743392;1;EN;Australia;2;L;Tasman lt men;2016;2_Good;Yes;Down Loft;;;;;;;;right front panel, ;;;;;;;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;misuse;4;above;nofailure;damaged
769;1/27/20;743411;1;EN;Australia;2;L;Molucca sl jacket men;2016;2_Good;No;WBW 3L Membrane;hood, upper left front panel, all over;;;;;;;;;;;;;;;;;;main zipper needs replacing;;;;;;;;;;No;No;1003;Replacement;shell;manufacturing_issue;4;above;fabric_failureANDconstruction_failure;notmisused
541;1/21/20;743415;1;EN;Australia;2;M;Boreal ar jacket women;2012;2_Good;No;WBW 3L Membrane;upper back, ;;;;;;;;;;;;;;;;;;;;;hood facing, ;all, ;nekc, arm pit donuts, pocket bag donuts, both cuffs, ;;;;;No;Yes;1008;Replacement;shell;manufacturing_issue;8;above;fabric_failureANDconstruction_failure;notmisused
564;1/24/20;743428;1;EN;Australia;2;M;Sargasso ar men;2018;2_Good;No;Down Loft;;;;back, ;;;;;;;;;;;;;;;;;;;;;;;;;No;No;1000;Replacement;shell;manufacturing_issue;2;above;fabric_failure;notmisused
555;1/23/20;743432;1;EN;Australia;2;M;Atlantis sl jacket women;2010;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;neck, ;;;;;No;Yes;5;Replacement;shell;manufacturing_issue;10;above;construction_failure;notmisused
738;1/16/20;743488;1;EN;Australia;2;S;Flores coat women;2017;2_Good;No;WBW 3L Membrane;;;;;;;;right arm, right side, 4 panels;;;;;;;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;misuse;3;above;nofailure;damaged
561;1/24/20;743526;1;EN;Australia;2;XL;Ionian ar jacket men;2013;1_Used;No;WBW 3L Membrane;;;;;;;;left arm, ;;;front and sides panels, both cuffs, ;;;;;white residu all over, ;;;;;main zipper, ;;;;;;;;No;Yes;7;30% Discount;shell;manufacturing_issueANDmisuse;7;above;construction_failure;damagedandcontaminated
533;1/21/20;743855;1;EN;Australia;2;L;Lysu men;2009;2_Good;No;K Fleece;;;;;;;;;;arm pit;;;;;;;;;main zipper, ;;;hood facing, ;donut at pocket bags for drawcord, ;;;;;;No;Yes;9;Repair;shell;manufacturing_issueANDmisuse;11;above;construction_failure;damaged
538;1/21/20;743859;1;EN;Australia;2;L;Ionian ar jacket men;2016;2_Good;No;WBW 3L Membrane;neck, cuffs, arm pit, ;;;;;;;;;;;;;;;;;neck, ;;;main zipper, ;all zippers, ;;;;;;;No;Yes;1004;Replacement;shell;manufacturing_issueANDmisuse;4;above;fabric_failureANDconstruction_failure;contaminated
506;1/16/20;743891;1;EN;Australia;2;L;Ionian lt jacket women;2002;1_Used;No;WBW 3L Membrane;neck, ;;;;;;;;;;;;;;;;;;main zipper;;;hood faicing, cuffs lining, lam pocket, pcoket bags, pocket bags, neck pad,  ;all, ;neck, pocket bag donuts, ;;;;;No;Yes;1011;30% Discount;shell;manufacturing_issue;18;above;fabric_failureANDconstruction_failure;notmisused
534;1/21/20;743964;1;EN;Australia;2;M;Ionian ar jacket women;2008;2_Good;No;WBW 3L Membrane;front panels, arm pit, ;;;;;;;;;;;;;;;;;;;;;all zippers, hood faicng, lam pocket, pocket bags, cuffs lining, ;all, ;neck, arm pit donuts, pocket bag donuts, ;;;;;No;Yes;1008;30% Discount;shell;manufacturing_issue;12;above;fabric_failureANDconstruction_failure;notmisused
737;1/16/20;743997;1;EN;Australia;2;M;Coral jacket men;2014;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;hood cord tunnel, left pit zip donuts, ;;hood, ;;;;;No;Yes;5;Replacement;shell;manufacturing_issue;6;above;construction_failure;notmisused
530;1/20/20;744011;1;EN;Australia;2;L;Tasman lt jacket men;2015;1_Used;No;Down Loft;;;;;;;;;upper back, front panel, ;;;;;;;;;;;right pocket zipper, ;;;;;;;;;No;Yes;8;50% Discount;shell;manufacturing_issueANDmisuse;5;above;construction_failure;damaged
560;1/23/20;744014;1;EN;Australia;2;L;Atlantis sv jacket men;2015;2_Good;No;WBW 3L Membrane;hood, ;;;;;;;;;;;;;;;;;;;;main zipper, ;hood cord tunnel, ;;;;;;;No;No;1004;Replacement;shell;manufacturing_issue;5;above;fabric_failureANDconstruction_failure;notmisused
731;1/14/20;744168;1;EN;Australia;10;Small;Labrador sv jacket men;2001;0_Trashed;No;WBW 3L Membrane;left shoulder, right shoulder, right cuff, left cuff, lower right front panel, ;;;;;;;;;;;;;;;;;;;;;right cuff, left cuff, hem drawcord, ;;hood cord tunnel, neck, ;;;;;No;No;1005;30% Discount;shell;manufacturing_issue;19;above;fabric_failureANDconstruction_failure;notmisused
563;1/23/20;744406;1;EN;Australia;2;L;Atlantis sv jacket men;2011;2_Good;No;WBW 3L Membrane;;shoulders, upper back,;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;9;above;fabric_failure;notmisused
741;1/16/20;744490;1;EN;Australia;2;L;Bering sv jacket men;2017;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper broken ;;;;;;;;;;No;Yes;3;Replacement;shell;manufacturing_issue;3;above;construction_failure;notmisused
749;1/21/20;744510;1;EN;Australia;2;L;Atlantis sv jacket men;2015;2_Good;No;WBW 3L Membrane;left shoulder, right shoulder, upper right front panel, upper left front panel, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;5;above;fabric_failure;notmisused
740;1/16/20;744671;1;EN;Australia;2;L;Levantine mx jacket men;2008;2_Good;No;WBW 3L Membrane;;;;;;;;right arm, right side, 4 panels;;;;;;;;;;;;;;;hem drawcord, ;;;;;;No;Yes;6;Replacement;shell;manufacturing_issueANDmisuse;12;above;construction_failure;damaged
545;1/22/20;744962;1;EN;Australia;2;M;Ross jacket men;2011;3_Excellent;No;WBW 3L Membrane;;;;;;;front left panel, ;;;both cuffs, ;;;;;;;;;main zipper, ;;;all zippers, hood facing, ;all, ;both cuffs, ;;;;;No;No;11;Replacement;shell;manufacturing_issueANDmisuse;9;above;construction_failure;damaged
556;1/23/20;745222;1;EN;Australia;2;M;Ionian ar jacket men;2005;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;all zippers, hood faicng, pocket bags, lam pocket, cuffs lining, hood cord tunnel,  ;all, ;neck, arm pit donuts, pocket donuts, ;;;;;No;Yes;8;30% Discount;shell;manufacturing_issue;15;above;construction_failure;notmisused
707;2/11/20;745223;1;EN;Australia;2;M;Aegean jacket women;2014;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;al zippers, ;;;;;;;No;No;3;Replacement;shell;manufacturing_issue;6;above;construction_failure;notmisused
751;1/21/20;745237;1;EN;Australia;2;Small;Bering sv jacket men;2004;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper broken at coil;right pocket zipper broken ;;;;;;;;;No;Yes;5;Replacement;shell;manufacturing_issue;16;above;construction_failure;notmisused
568;1/24/20;745354;1;EN;Australia;2;L ;Tasman lt women;2016;2_Good;Yes;Down Loft;;;;;;;;left front panel, ;;;;;;;;everywhere;;;main zipper, ;;;;;;;;;;No;No;6;50% Discount;shell;manufacturing_issueANDmisuse;4;above;construction_failure;damagedandcontaminated
612;1/30/20;745401;1;EN;Australia;2;XL;Boreal sl hybrid jacket men;2018;2_Good;No;WBW 2L Membrane;;;;;;;;right front panel, ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;misuse;2;above;nofailure;damaged
557;1/23/20;745453;1;EN;Australia;2;L;Ionian sv jacket men;2008;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, lam pocket, pocket bags, ;all 70d including donuts inside pocket,;pocket bag donuts, neck, both cuffs, ;;;;;No;No;8;Replacement;shell;manufacturing_issue;12;above;construction_failure;notmisused
578;1/27/20;746174;1;EN;Australia;2;M;Boreal ar jacket men;2011;2_Good;No;WBW 3L Membrane;neck, back, ;;;;;;;;;;;;;;;;;neck, ;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issueANDmisuse;9;above;fabric_failure;contaminated
604;1/29/20;746179;1;EN;Australia;2;L;Uno parka men;2011;2_Good;No;WBW 3L Membrane;;;;;;;;right hand pocket flap,;;both cuffs, ;;;;;;;;;main zipper, ;;;;;;;;;;No;No;6;50% Discount;shell;manufacturing_issueANDmisuse;9;above;construction_failure;damaged
573;1/24/20;746181;1;EN;Australia;2;XXL;Atlantis sl jacket men;2010;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, ;all, ;;;;;;No;Yes;6;Replacement;shell;manufacturing_issue;10;above;construction_failure;notmisused
582;1/27/20;746184;1;EN;Australia;2;M;Atlantis ar jacket men;2016;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;neck, ;;;;;No;No;5;Replacement;shell;manufacturing_issue;4;above;construction_failure;notmisused
795;2/11/20;746186;1;EN;New Zealand;2;L;Dantrite women;2018;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper at the bottom is fraying;;;;;;;;;;No;No;3;Replacement;shell;manufacturing_issue;2;above;construction_failure;notmisused
581;1/27/20;746190;1;EN;Australia;2;S;Ionian ar jacket women;2009;2_Good;No;WBW 3L Membrane;right pocket bags, ;;;;;;;;;;;;;;;;;;main zipper, ;;;powder skirt, all zippers, ;all, including donuts inside pocket bags, ;pocket bag donuts, neck, arm pit, ;;;;;No;No;1011;30% Discount;shell;manufacturing_issue;11;above;fabric_failureANDconstruction_failure;notmisused
565;1/24/20;746195;1;EN;Australia;2;L;Red parka women;2015;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;3;Repair;shell;manufacturing_issue;5;above;construction_failure;notmisused
587;1/28/20;746205;1;EN;Australia;2;XL;Atlantis sv jacket men;2009;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;neck, ;;;;;pocket bags, powder skirt, lam pocket, hood facing, neck pad;all, ;both cuffs, pocket bags donuts, ;;;;;No;Yes;8;30% Discount;shell;manufacturing_issueANDmisuse;11;above;construction_failure;contaminated
759;1/23/20;746246;1;EN;Australia;2;M;Mediterranean lt men;2018;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;;;;;right cuff, ;;;;No;Yes;0;Repair;shell;manufacturing_issue;2;below;construction_failure;notmisused
595;1/28/20;746365;1;EN;Australia;2;L;Boreal ar jacket women;2010;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;neckpad, hood facing, lam pocket, ;all, ;neck, pocket bags, ;;;;;No;No;8;Replacement;shell;manufacturing_issue;10;above;construction_failure;notmisused
589;1/28/20;746378;1;EN;Australia;2;S;Tasman lt women;2014;2_Good;Yes;Down Loft;;;;;;;;;front right panel, right cuff, ;;;;;;;;;;main zipper, ;;;;;;;;;;No;No;9;50% Discount;shell;manufacturing_issueANDmisuse;6;above;construction_failure;damaged
591;1/28/20;746415;1;EN;Australia;2;S;Ionian ar jacket women;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;lam pocket, hood facing, ;all, ;both cuffs, pocket bag donuts, neck, ;;;;brom stay holder frayed, ;No;No;8;Replacement;shell;manufacturing_issue;9;above;construction_failure;notmisused
627;1/31/20;746495;1;EN;Australia;2;S;Mediterranean lt men;2011;2_Good;No;K Fleece;;;;;;;;neck right side, ;;;;;;;;;;;;;;;;;;;;;No;No;3;30% Discount;shell;misuse;9;above;nofailure;damaged
593;1/28/20;746539;1;EN;Australia;2;L;Mediterranean lt women;2018;2_Good;No;K Fleece;;;;;;;;;;;front and back panels, ;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;misuse;2;above;nofailure;damaged
559;1/23/20;746570;1;EN;Australia;2;XL;Boreal ar jacket men;2007;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;all over, ;;main zipper, ;;;cuffs lining, hood facing, all zippers, lam pocket, ;all, ;pocket bags donuts, neck, both cuffs, ;;;;;No;No;11;30% Discount;shell;manufacturing_issueANDmisuse;13;above;construction_failure;contaminated
546;1/22/20;746589;1;EN;Australia;2;L;Atlantis sv jacket women;2003;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;cuffs linings, hood facing, all zippers, pocket bags, la pockets, hood cord tunnel,  ;all, ;both cufs, pocket bags donuts, ;;;;;No;Yes;11;30% Discount;shell;manufacturing_issue;17;above;construction_failure;notmisused
750;1/21/20;746605;1;EN;Australia;2;S;Boreal ar jacket men;2011;2_Good;No;WBW 3L Membrane;gore delam in right pit;;;;;;;;;;;;;;;;;;;;;;right cuff, left cuff, hang tag, hem drawcord, ;;;;;;No;Yes;1003;Replacement;shell;manufacturing_issue;9;above;fabric_failureANDconstruction_failure;notmisused
583;1/27/20;746610;1;EN;Australia;2;M;Ionian ar jacket men;2017;2_Good;No;WBW 3L Membrane;delamination at pocket bag left side, ;;;;;;;;;left front panel;;;;;;;;;;;main zipper, ;;;;;;;;No;Yes;1001;Replacement;shell;manufacturing_issueANDmisuse;3;above;fabric_failureANDconstruction_failure;damaged
629;1/31/20;746748;1;EN;Australia;2;S;Ionian ar jacket women;2004;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;both cuffs lining, all zippers, hood facing, pocket bags, powder skirt, ;all, ;cuffs, ;;;;;No;No;8;30% Discount;shell;manufacturing_issue;16;above;construction_failure;notmisused
641;2/3/20;746779;1;EN;Australia;2;L;Bering sv jacket men;2003;2_Good;No;WBW 3L Membrane;front panels , cuffs, hood, ;;;;;;;;front panels right and left, lower back, ;right front panel, ;;both cuffs, ;;;;;;;main zipper, ;;;;;;;;;;No;No;1015;30% Discount;shell;manufacturing_issueANDmisuse;17;above;fabric_failureANDconstruction_failure;damaged
574;1/24/20;746995;1;EN;Australia;2;M ;Boreal ar jacket men;2017;2_Good;No;WBW 3L Membrane;slight on side and front panels,;;;;;;;;;;;;;;;;;;;;;hood facing, all zippers, ;;;;;;;No;Yes;1003;Replacement;shell;manufacturing_issue;3;above;fabric_failureANDconstruction_failure;notmisused
594;1/28/20;746998;1;EN;Australia;2;L;Sargasso ar men;2019;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;0;Repair;shell;;1;below;nofailure;notmisused
765;1/24/20;747019;1;EN;New Zealand;2;L;Orice jacket men;2017;2_Good;No;Down Loft;;;;left shoulder, right shoulder, right arm, left arm, lower back, ;;;;;;;;;;;;;;;;;;;;;;;;;No;No;1000;Replacement;shell;manufacturing_issue;3;above;fabric_failure;notmisused
648;2/4/20;747078;1;EN;Australia;2;XS;Ionian ar jacket women;2007;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;all zippers, hood facing, pocket bags, lam pocket, cuffs lining, ;all including donuts inside pockets, ;;;;;;No;No;6;30% Discount;shell;manufacturing_issue;13;above;construction_failure;notmisused
797;2/11/20;747228;1;EN;New Zealand;2;M;Boreal sl jacket women;2010;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;hem drawcord, ;;;;;;No;No;3;Replacement;shell;manufacturing_issue;10;above;construction_failure;notmisused
680;2/6/20;747237;1;EN;Australia;2;S;Boreal ar jacket women;2013;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;neck, ;;right pocket, ;;;;;;;;;No;No;2;Replacement;shell;manufacturing_issueANDmisuse;7;equal;construction_failure;contaminated
796;2/11/20;747269;1;EN;New Zealand;2;M;Dantrite women;2013;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper bottom box broken;;;;;;;;;;No;No;3;Replacement;shell;manufacturing_issue;7;above;construction_failure;notmisused
697;2/10/20;747325;1;EN;Australia;2;M;Atlantis sl jacket men;2012;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, ;all, ;;;;;;No;No;6;Replacement;shell;manufacturing_issue;8;above;construction_failure;notmisused
785;2/4/20;747336;1;EN;New Zealand;2;L;Sargasso ar men;2018;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;;;;;;;seam inside main zipper is entirely coming apart;;;;No;No;0;Replacement;shell;manufacturing_issue;2;below;construction_failure;notmisused
752;1/21/20;747361;1;EN;Australia;2;L;Atlantis sv jacket men;2013;2_Good;No;WBW 3L Membrane;;hood, ;hood, ;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;7;above;fabric_failure;notmisused
695;2/10/20;747389;1;EN;Australia;2;L;Mediterranean lt men;2009;0_Trashed;No;K Fleece;;;;;;;;;lower back, left cuff, pocket ends, zipper flap, ;;;;;;;;;;;;main zipper, ;;hem draw cord, ;;;;;;No;No;10;30% Discount;shell;manufacturing_issueANDmisuse;11;above;construction_failure;damaged
584;1/27/20;747414;1;EN;Australia;2;M;Ionian ar jacket women;2006;1_Used;No;WBW 3L Membrane;;;;;;;;;;front panels, ;;;;;;front panels, ;;;main zipper, ;;;cuffs lining, hood faicng, pocket bags, ;;;;;;;No;No;6;30% Discount;shell;manufacturing_issueANDmisuse;14;above;construction_failure;damagedandcontaminated
762;1/24/20;747539;1;EN;Australia;2;M;Mediterranean lt women;2016;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;;;;;right cuff, left cuff, ;;;stain on right chest and back left;No;Yes;0;Repair;shell;manufacturing_issue;4;below;construction_failure;notmisused
631;2/3/20;747580;1;EN;Australia;2;S;Boreal ar jacket men;2009;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;neck, ;;main zipper, ;;;hood facing, all zippers, cuffs lining, pocket bag, lam pocket, ;all, ;cuffs, pocket bag donuts, neck, ;;;;;No;No;11;30% Discount;shell;manufacturing_issueANDmisuse;11;above;construction_failure;contaminated
571;1/24/20;747584;1;EN;Australia;2;S;Boreal lt hybrid jacket men;2013;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;neck, ;;;main zipper, ;hood facing, ;hang tag, ;;;;;;No;Yes;7;Replacement;shell;manufacturing_issueANDmisuse;7;above;construction_failure;contaminated
687;2/7/20;747773;1;EN;Australia;2;XL;Boreal sl jacket women;2010;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;neck, ;;;;;No;No;5;Replacement;shell;manufacturing_issue;10;above;construction_failure;notmisused
599;1/29/20;747833;1;EN;Australia;2;S;Bering sv jacket men;2007;2_Good;Yes;WBW 3L Membrane;;;;;;;;;;pocket bag flaps both sides, ;both cuffs, ;;;;;;;;;;;;;;;;;;No;No;3;30% Discount;shell;misuse;13;above;nofailure;damaged
577;1/27/20;747837;1;EN;Australia;2;S;Red jacket men;2009;3_Excellent;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;powder skirt, ;all, ;;;;;;No;No;6;Replacement;shell;manufacturing_issue;11;above;construction_failure;notmisused
576;1/27/20;747852;1;EN;Australia;2;M;Tasman lt men;2014;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;No;3;Replacement;shell;manufacturing_issue;6;above;construction_failure;notmisused
773;2/3/20;748261;1;EN;New Zealand;2;L;Mediterranean lt men;2016;2_Good;No;K Fleece;;;;;;;;tear on right chest;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;misuse;4;above;nofailure;damaged
696;2/10/20;748277;1;EN;Australia;2;L;Atlantis sv jacket men;2016;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;main zipper, ;all zippers, ;;;;;;;No;No;4;Replacement;shell;manufacturing_issue;4;above;construction_failure;notmisused
